date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:51:18	42616/42616	---M-Z	200	added ('OK')	text/html	etag:%22a678-57fe599ac5680-gzip%22	https://chakoteya.net/NextGen/118.htm	/tmp/tng/chakoteya.net/NextGen/118.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:19	44352/44352	---M-Z	200	added ('OK')	text/html	etag:%22ad40-57fe599ac5680-gzip%22	https://chakoteya.net/NextGen/117.htm	/tmp/tng/chakoteya.net/NextGen/117.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:20	39171/39171	---M-Z	200	added ('OK')	text/html	etag:%229903-57fe599ac5680-gzip%22	https://chakoteya.net/NextGen/119.htm	/tmp/tng/chakoteya.net/NextGen/119.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:21	38584/38584	---M-Z	200	added ('OK')	text/html	etag:%2296b8-57fe599ac5680-gzip%22	https://chakoteya.net/NextGen/120.htm	/tmp/tng/chakoteya.net/NextGen/120.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:22	42810/42810	---M-Z	200	added ('OK')	text/html	etag:%22a73a-57fe599bb98c0-gzip%22	https://chakoteya.net/NextGen/121.htm	/tmp/tng/chakoteya.net/NextGen/121.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:23	42976/42976	---M-Z	200	added ('OK')	text/html	etag:%22a7e0-57fe599bb98c0-gzip%22	https://chakoteya.net/NextGen/123.htm	/tmp/tng/chakoteya.net/NextGen/123.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:24	38584/38584	---M-Z	200	added ('OK')	text/html	etag:%2296b8-57fe599bb98c0-gzip%22	https://chakoteya.net/NextGen/122.htm	/tmp/tng/chakoteya.net/NextGen/122.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:25	39222/39222	---M-Z	200	added ('OK')	text/html	etag:%229936-57fe599bb98c0-gzip%22	https://chakoteya.net/NextGen/124.htm	/tmp/tng/chakoteya.net/NextGen/124.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:26	38167/38167	---M-Z	200	added ('OK')	text/html	etag:%229517-58b0847a6e26a-gzip%22	https://chakoteya.net/NextGen/125.htm	/tmp/tng/chakoteya.net/NextGen/125.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:27	42457/42457	---M-Z	200	added ('OK')	text/html	etag:%22a5d9-57fe5a2231600-gzip%22	https://chakoteya.net/NextGen/126.htm	/tmp/tng/chakoteya.net/NextGen/126.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:28	39422/39422	---M-Z	200	added ('OK')	text/html	etag:%2299fe-58b0847a36c91-gzip%22	https://chakoteya.net/NextGen/127.htm	/tmp/tng/chakoteya.net/NextGen/127.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:29	34540/34540	---M-Z	200	added ('OK')	text/html	etag:%2286ec-57fe5a2231600-gzip%22	https://chakoteya.net/NextGen/128.htm	/tmp/tng/chakoteya.net/NextGen/128.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:31	39958/39958	---M-Z	200	added ('OK')	text/html	etag:%229c16-57fe5a2231600-gzip%22	https://chakoteya.net/NextGen/129.htm	/tmp/tng/chakoteya.net/NextGen/129.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:31	38978/38978	---M-Z	200	added ('OK')	text/html	etag:%229842-5eb4b4d8af8f6-gzip%22	https://chakoteya.net/NextGen/130.htm	/tmp/tng/chakoteya.net/NextGen/130.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:32	34879/34879	---M-Z	200	added ('OK')	text/html	etag:%22883f-57fe5a213d3c0-gzip%22	https://chakoteya.net/NextGen/132.htm	/tmp/tng/chakoteya.net/NextGen/132.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:33	37195/37195	---M-Z	200	added ('OK')	text/html	etag:%22914b-5ce37cec8c549-gzip%22	https://chakoteya.net/NextGen/131.htm	/tmp/tng/chakoteya.net/NextGen/131.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:34	41608/41608	---M-Z	200	added ('OK')	text/html	etag:%22a288-57fe5a213d3c0-gzip%22	https://chakoteya.net/NextGen/133.htm	/tmp/tng/chakoteya.net/NextGen/133.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:35	39275/39275	---M-Z	200	added ('OK')	text/html	etag:%22996b-57fe5a2049180-gzip%22	https://chakoteya.net/NextGen/134.htm	/tmp/tng/chakoteya.net/NextGen/134.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:36	35626/35626	---M-Z	200	added ('OK')	text/html	etag:%228b2a-57fe5a2049180-gzip%22	https://chakoteya.net/NextGen/135.htm	/tmp/tng/chakoteya.net/NextGen/135.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:37	37606/37606	---M-Z	200	added ('OK')	text/html	etag:%2292e6-57fe5a2049180-gzip%22	https://chakoteya.net/NextGen/136.htm	/tmp/tng/chakoteya.net/NextGen/136.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:38	44113/44113	---M-Z	200	added ('OK')	text/html	etag:%22ac51-57fe5a2049180-gzip%22	https://chakoteya.net/NextGen/137.htm	/tmp/tng/chakoteya.net/NextGen/137.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:39	45360/45360	---M-Z	200	added ('OK')	text/html	etag:%22b130-5d218b7d81a7c-gzip%22	https://chakoteya.net/NextGen/138.htm	/tmp/tng/chakoteya.net/NextGen/138.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:40	35814/35814	---M-Z	200	added ('OK')	text/html	etag:%228be6-57fe5a1f54f40-gzip%22	https://chakoteya.net/NextGen/139.htm	/tmp/tng/chakoteya.net/NextGen/139.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:41	37310/37310	---M-Z	200	added ('OK')	text/html	etag:%2291be-58b08479c1b83-gzip%22	https://chakoteya.net/NextGen/140.htm	/tmp/tng/chakoteya.net/NextGen/140.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:42	37419/37419	---M-Z	200	added ('OK')	text/html	etag:%22922b-57fe5a1e60d00-gzip%22	https://chakoteya.net/NextGen/141.htm	/tmp/tng/chakoteya.net/NextGen/141.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:43	39109/39109	---M-Z	200	added ('OK')	text/html	etag:%2298c5-57fe5a1e60d00-gzip%22	https://chakoteya.net/NextGen/142.htm	/tmp/tng/chakoteya.net/NextGen/142.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:44	44398/44398	---M-Z	200	added ('OK')	text/html	etag:%22ad6e-57fe5a1e60d00-gzip%22	https://chakoteya.net/NextGen/143.htm	/tmp/tng/chakoteya.net/NextGen/143.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:45	37318/37318	---M-Z	200	added ('OK')	text/html	etag:%2291c6-57fe5a1e60d00-gzip%22	https://chakoteya.net/NextGen/144.htm	/tmp/tng/chakoteya.net/NextGen/144.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:46	38554/38554	---M-Z	200	added ('OK')	text/html	etag:%22969a-58b0847986a87-gzip%22	https://chakoteya.net/NextGen/145.htm	/tmp/tng/chakoteya.net/NextGen/145.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:47	32904/32904	---M-Z	200	added ('OK')	text/html	etag:%228088-57fe5a1d6cac0-gzip%22	https://chakoteya.net/NextGen/146.htm	/tmp/tng/chakoteya.net/NextGen/146.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:48	39084/39084	---M-Z	200	added ('OK')	text/html	etag:%2298ac-5ac81ec1f8493-gzip%22	https://chakoteya.net/NextGen/147.htm	/tmp/tng/chakoteya.net/NextGen/147.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:49	36878/36878	---M-Z	200	added ('OK')	text/html	etag:%22900e-57fe5a1d6cac0-gzip%22	https://chakoteya.net/NextGen/148.htm	/tmp/tng/chakoteya.net/NextGen/148.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:50	37941/37941	---M-Z	200	added ('OK')	text/html	etag:%229435-57fe5a1c78880-gzip%22	https://chakoteya.net/NextGen/150.htm	/tmp/tng/chakoteya.net/NextGen/150.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:51	39801/39801	---M-Z	200	added ('OK')	text/html	etag:%229b79-57fe5a1c78880-gzip%22	https://chakoteya.net/NextGen/149.htm	/tmp/tng/chakoteya.net/NextGen/149.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:52	39479/39479	---M-Z	200	added ('OK')	text/html	etag:%229a37-57fe5a94a2400-gzip%22	https://chakoteya.net/NextGen/151.htm	/tmp/tng/chakoteya.net/NextGen/151.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:53	35257/35257	---M-Z	200	added ('OK')	text/html	etag:%2289b9-57fe5a94a2400-gzip%22	https://chakoteya.net/NextGen/152.htm	/tmp/tng/chakoteya.net/NextGen/152.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:54	36352/36352	---M-Z	200	added ('OK')	text/html	etag:%228e00-57fe5a93ae1c0-gzip%22	https://chakoteya.net/NextGen/153.htm	/tmp/tng/chakoteya.net/NextGen/153.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:55	41414/41414	---M-Z	200	added ('OK')	text/html	etag:%22a1c6-57fe5a93ae1c0-gzip%22	https://chakoteya.net/NextGen/154.htm	/tmp/tng/chakoteya.net/NextGen/154.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:56	33061/33061	---M-Z	200	added ('OK')	text/html	etag:%228125-57fe5a93ae1c0-gzip%22	https://chakoteya.net/NextGen/155.htm	/tmp/tng/chakoteya.net/NextGen/155.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:57	41767/41767	---M-Z	200	added ('OK')	text/html	etag:%22a327-5ce37cec62b65-gzip%22	https://chakoteya.net/NextGen/156.htm	/tmp/tng/chakoteya.net/NextGen/156.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:58	31723/31723	---M-Z	200	added ('OK')	text/html	etag:%227beb-57fe5a92b9f80-gzip%22	https://chakoteya.net/NextGen/157.htm	/tmp/tng/chakoteya.net/NextGen/157.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:51:59	39161/39161	---M-Z	200	added ('OK')	text/html	etag:%2298f9-58b08478fc674-gzip%22	https://chakoteya.net/NextGen/158.htm	/tmp/tng/chakoteya.net/NextGen/158.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:00	42683/42683	---M-Z	200	added ('OK')	text/html	etag:%22a6bb-57fe5a92b9f80-gzip%22	https://chakoteya.net/NextGen/159.htm	/tmp/tng/chakoteya.net/NextGen/159.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:01	41387/41387	---M-Z	200	added ('OK')	text/html	etag:%22a1ab-57fe5a92b9f80-gzip%22	https://chakoteya.net/NextGen/160.htm	/tmp/tng/chakoteya.net/NextGen/160.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:02	47578/47578	---M-Z	200	added ('OK')	text/html	etag:%22b9da-58b08478c2b4e-gzip%22	https://chakoteya.net/NextGen/161.htm	/tmp/tng/chakoteya.net/NextGen/161.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:03	43535/43535	---M-Z	200	added ('OK')	text/html	etag:%22aa0f-58b084788997b-gzip%22	https://chakoteya.net/NextGen/162.htm	/tmp/tng/chakoteya.net/NextGen/162.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:04	39539/39539	---M-Z	200	added ('OK')	text/html	etag:%229a73-5c08b4fbe9a59-gzip%22	https://chakoteya.net/NextGen/163.htm	/tmp/tng/chakoteya.net/NextGen/163.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:05	37299/37299	---M-Z	200	added ('OK')	text/html	etag:%2291b3-57fe5a90d1b00-gzip%22	https://chakoteya.net/NextGen/164.htm	/tmp/tng/chakoteya.net/NextGen/164.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:06	34078/34078	---M-Z	200	added ('OK')	text/html	etag:%22851e-57fe5a90d1b00-gzip%22	https://chakoteya.net/NextGen/165.htm	/tmp/tng/chakoteya.net/NextGen/165.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:07	35870/35870	---M-Z	200	added ('OK')	text/html	etag:%228c1e-57fe5a90d1b00-gzip%22	https://chakoteya.net/NextGen/166.htm	/tmp/tng/chakoteya.net/NextGen/166.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:08	35006/35006	---M-Z	200	added ('OK')	text/html	etag:%2288be-57fe5a90d1b00-gzip%22	https://chakoteya.net/NextGen/167.htm	/tmp/tng/chakoteya.net/NextGen/167.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:09	38389/38389	---M-Z	200	added ('OK')	text/html	etag:%2295f5-57fe5a8fdd8c0-gzip%22	https://chakoteya.net/NextGen/168.htm	/tmp/tng/chakoteya.net/NextGen/168.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:10	42193/42193	---M-Z	200	added ('OK')	text/html	etag:%22a4d1-58b084785155d-gzip%22	https://chakoteya.net/NextGen/169.htm	/tmp/tng/chakoteya.net/NextGen/169.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:11	37083/37083	---M-Z	200	added ('OK')	text/html	etag:%2290db-57fe5a8fdd8c0-gzip%22	https://chakoteya.net/NextGen/170.htm	/tmp/tng/chakoteya.net/NextGen/170.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:12	38016/38016	---M-Z	200	added ('OK')	text/html	etag:%229480-57fe5a8fdd8c0-gzip%22	https://chakoteya.net/NextGen/171.htm	/tmp/tng/chakoteya.net/NextGen/171.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:13	39615/39615	---M-Z	200	added ('OK')	text/html	etag:%229abf-58ae410768b03-gzip%22	https://chakoteya.net/NextGen/172.htm	/tmp/tng/chakoteya.net/NextGen/172.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:14	36925/36925	---M-Z	200	added ('OK')	text/html	etag:%22903d-57fe5a8ee9680-gzip%22	https://chakoteya.net/NextGen/173.htm	/tmp/tng/chakoteya.net/NextGen/173.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:15	43250/43250	---M-Z	200	added ('OK')	text/html	etag:%22a8f2-57fe5a8ee9680-gzip%22	https://chakoteya.net/NextGen/174.htm	/tmp/tng/chakoteya.net/NextGen/174.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:16	43442/43442	---M-Z	200	added ('OK')	text/html	etag:%22a9b2-57fe5a8ee9680-gzip%22	https://chakoteya.net/NextGen/175.htm	/tmp/tng/chakoteya.net/NextGen/175.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:17	35480/35480	---M-Z	200	added ('OK')	text/html	etag:%228a98-57fe5b024e6c0-gzip%22	https://chakoteya.net/NextGen/178.htm	/tmp/tng/chakoteya.net/NextGen/178.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:18	40737/40737	---M-Z	200	added ('OK')	text/html	etag:%229f21-57fe5b024e6c0-gzip%22	https://chakoteya.net/NextGen/177.htm	/tmp/tng/chakoteya.net/NextGen/177.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:19	36142/36142	---M-Z	200	added ('OK')	text/html	etag:%228d2e-58b084780961e-gzip%22	https://chakoteya.net/NextGen/176.htm	/tmp/tng/chakoteya.net/NextGen/176.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:20	39929/39929	---M-Z	200	added ('OK')	text/html	etag:%229bf9-57fe5b024e6c0-gzip%22	https://chakoteya.net/NextGen/179.htm	/tmp/tng/chakoteya.net/NextGen/179.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:21	41654/41654	---M-Z	200	added ('OK')	text/html	etag:%22a2b6-57fe5b0342900-gzip%22	https://chakoteya.net/NextGen/180.htm	/tmp/tng/chakoteya.net/NextGen/180.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:22	34628/34628	---M-Z	200	added ('OK')	text/html	etag:%228744-57fe5b0342900-gzip%22	https://chakoteya.net/NextGen/181.htm	/tmp/tng/chakoteya.net/NextGen/181.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:23	40380/40380	---M-Z	200	added ('OK')	text/html	etag:%229dbc-57fe5b0342900-gzip%22	https://chakoteya.net/NextGen/182.htm	/tmp/tng/chakoteya.net/NextGen/182.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:24	33182/33182	---M-Z	200	added ('OK')	text/html	etag:%22819e-57fe5b0436b40-gzip%22	https://chakoteya.net/NextGen/183.htm	/tmp/tng/chakoteya.net/NextGen/183.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:25	41084/41084	---M-Z	200	added ('OK')	text/html	etag:%22a07c-57fe5b0436b40-gzip%22	https://chakoteya.net/NextGen/184.htm	/tmp/tng/chakoteya.net/NextGen/184.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:26	41028/41028	---M-Z	200	added ('OK')	text/html	etag:%22a044-5da4699e615c6-gzip%22	https://chakoteya.net/NextGen/185.htm	/tmp/tng/chakoteya.net/NextGen/185.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:27	37418/37418	---M-Z	200	added ('OK')	text/html	etag:%22922a-58b08477d1ab9-gzip%22	https://chakoteya.net/NextGen/186.htm	/tmp/tng/chakoteya.net/NextGen/186.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:28	41422/41422	---M-Z	200	added ('OK')	text/html	etag:%22a1ce-57fe5b052ad80-gzip%22	https://chakoteya.net/NextGen/187.htm	/tmp/tng/chakoteya.net/NextGen/187.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:29	43698/43698	---M-Z	200	added ('OK')	text/html	etag:%22aab2-57fe5b052ad80-gzip%22	https://chakoteya.net/NextGen/188.htm	/tmp/tng/chakoteya.net/NextGen/188.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:30	36575/36575	---M-Z	200	added ('OK')	text/html	etag:%228edf-57fe5b052ad80-gzip%22	https://chakoteya.net/NextGen/189.htm	/tmp/tng/chakoteya.net/NextGen/189.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:31	41531/41531	---M-Z	200	added ('OK')	text/html	etag:%22a23b-57fe5b052ad80-gzip%22	https://chakoteya.net/NextGen/190.htm	/tmp/tng/chakoteya.net/NextGen/190.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:32	36815/36815	---M-Z	200	added ('OK')	text/html	etag:%228fcf-57fe5b061efc0-gzip%22	https://chakoteya.net/NextGen/191.htm	/tmp/tng/chakoteya.net/NextGen/191.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:33	34355/34355	---M-Z	200	added ('OK')	text/html	etag:%228633-58b0847793fd7-gzip%22	https://chakoteya.net/NextGen/192.htm	/tmp/tng/chakoteya.net/NextGen/192.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:34	40947/40947	---M-Z	200	added ('OK')	text/html	etag:%229ff3-57fe5b061efc0-gzip%22	https://chakoteya.net/NextGen/193.htm	/tmp/tng/chakoteya.net/NextGen/193.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:35	36131/36131	---M-Z	200	added ('OK')	text/html	etag:%228d23-57fe5b061efc0-gzip%22	https://chakoteya.net/NextGen/194.htm	/tmp/tng/chakoteya.net/NextGen/194.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:36	39068/39068	---M-Z	200	added ('OK')	text/html	etag:%22989c-57fe5b0713200-gzip%22	https://chakoteya.net/NextGen/195.htm	/tmp/tng/chakoteya.net/NextGen/195.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:37	38490/38490	---M-Z	200	added ('OK')	text/html	etag:%22965a-57fe5b0713200-gzip%22	https://chakoteya.net/NextGen/196.htm	/tmp/tng/chakoteya.net/NextGen/196.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:38	36665/36665	---M-Z	200	added ('OK')	text/html	etag:%228f39-57fe5b0713200-gzip%22	https://chakoteya.net/NextGen/197.htm	/tmp/tng/chakoteya.net/NextGen/197.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:39	42814/42814	---M-Z	200	added ('OK')	text/html	etag:%22a73e-57fe5b0713200-gzip%22	https://chakoteya.net/NextGen/198.htm	/tmp/tng/chakoteya.net/NextGen/198.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:40	40886/40886	---M-Z	200	added ('OK')	text/html	etag:%229fb6-57fe5b0807440-gzip%22	https://chakoteya.net/NextGen/199.htm	/tmp/tng/chakoteya.net/NextGen/199.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:41	32724/32724	---M-Z	200	added ('OK')	text/html	etag:%227fd4-57fe5b0807440-gzip%22	https://chakoteya.net/NextGen/200.htm	/tmp/tng/chakoteya.net/NextGen/200.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:42	38028/38028	---M-Z	200	added ('OK')	text/html	etag:%22948c-57fe5b924fa80-gzip%22	https://chakoteya.net/NextGen/201.htm	/tmp/tng/chakoteya.net/NextGen/201.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:43	30543/30543	---M-Z	200	added ('OK')	text/html	etag:%22774f-57fe5b924fa80-gzip%22	https://chakoteya.net/NextGen/202.htm	/tmp/tng/chakoteya.net/NextGen/202.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:44	40998/40998	---M-Z	200	added ('OK')	text/html	etag:%22a026-57fe5b924fa80-gzip%22	https://chakoteya.net/NextGen/203.htm	/tmp/tng/chakoteya.net/NextGen/203.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:45	36773/36773	---M-Z	200	added ('OK')	text/html	etag:%228fa5-57fe5b9343cc0-gzip%22	https://chakoteya.net/NextGen/204.htm	/tmp/tng/chakoteya.net/NextGen/204.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:46	35971/35971	---M-Z	200	added ('OK')	text/html	etag:%228c83-57fe5b9343cc0-gzip%22	https://chakoteya.net/NextGen/205.htm	/tmp/tng/chakoteya.net/NextGen/205.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:47	38645/38645	---M-Z	200	added ('OK')	text/html	etag:%2296f5-57fe5b9343cc0-gzip%22	https://chakoteya.net/NextGen/206.htm	/tmp/tng/chakoteya.net/NextGen/206.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:48	36913/36913	---M-Z	200	added ('OK')	text/html	etag:%229031-57fe5b9437f00-gzip%22	https://chakoteya.net/NextGen/208.htm	/tmp/tng/chakoteya.net/NextGen/208.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:49	41105/41105	---M-Z	200	added ('OK')	text/html	etag:%22a091-57fe5b9343cc0-gzip%22	https://chakoteya.net/NextGen/207.htm	/tmp/tng/chakoteya.net/NextGen/207.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:50	45684/45684	---M-Z	200	added ('OK')	text/html	etag:%22b274-57fe5b9437f00-gzip%22	https://chakoteya.net/NextGen/209.htm	/tmp/tng/chakoteya.net/NextGen/209.html	(from https://chakoteya.net/NextGen/episodes.htm)
